entry,at,order
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:56:54.123Z,176318261412300
"""whywaita @ DtjzvbAuKs"" raises to 12000",2025-11-15T04:56:52.587Z,176318261258700
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:56:47.756Z,176318260775600
"""ramune @ 3rSQmMhWok"" posts a big blind of 4000",2025-11-15T04:56:44.308Z,176318260430809
"""whywaita @ DtjzvbAuKs"" posts a small blind of 2000",2025-11-15T04:56:44.308Z,176318260430808
"""whywaita @ DtjzvbAuKs"" posts an ante of 666",2025-11-15T04:56:44.308Z,176318260430807
"""ANN @ IjVUpuZ9EK"" posts an ante of 666",2025-11-15T04:56:44.308Z,176318260430806
"""ramune @ 3rSQmMhWok"" posts an ante of 666",2025-11-15T04:56:44.308Z,176318260430805
"Your hand is 6♥, 8♦",2025-11-15T04:56:44.308Z,176318260430804
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (80164) | #7 ""ANN @ IjVUpuZ9EK"" (37470) | #9 ""whywaita @ DtjzvbAuKs"" (332366)",2025-11-15T04:56:44.308Z,176318260430801
"-- starting hand #106 (id: fyus73qjp7es)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:56:44.308Z,176318260430800
"-- ending hand #105 --",2025-11-15T04:56:38.304Z,176318259830401
"""ANN @ IjVUpuZ9EK"" collected 37470 from pot with Two Pair, 6's & 5's (combination: 6♣, 6♠, 5♦, 5♠, A♠)",2025-11-15T04:56:38.304Z,176318259830400
"River: Q♣, 6♣, 6♠, 5♦ [5♠]",2025-11-15T04:56:34.301Z,176318259430100
"Turn: Q♣, 6♣, 6♠ [5♦]",2025-11-15T04:56:30.260Z,176318259026000
"Flop:  [Q♣, 6♣, 6♠]",2025-11-15T04:56:26.258Z,176318258625800
"""whywaita @ DtjzvbAuKs"" shows a 9♥, K♦.",2025-11-15T04:56:22.241Z,176318258224101
"""ANN @ IjVUpuZ9EK"" shows a A♠, J♦.",2025-11-15T04:56:22.241Z,176318258224100
"""whywaita @ DtjzvbAuKs"" calls 17736",2025-11-15T04:56:21.420Z,176318258142000
"""ANN @ IjVUpuZ9EK"" raises to 17736 and go all in",2025-11-15T04:56:19.422Z,176318257942200
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:56:16.211Z,176318257621100
"""whywaita @ DtjzvbAuKs"" posts a big blind of 4000",2025-11-15T04:56:14.661Z,176318257466112
"""ANN @ IjVUpuZ9EK"" posts a small blind of 2000",2025-11-15T04:56:14.661Z,176318257466111
"""whywaita @ DtjzvbAuKs"" posts an ante of 666",2025-11-15T04:56:14.661Z,176318257466110
"""ANN @ IjVUpuZ9EK"" posts an ante of 666",2025-11-15T04:56:14.661Z,176318257466109
"""ramune @ 3rSQmMhWok"" posts an ante of 666",2025-11-15T04:56:14.661Z,176318257466108
"Your hand is 9♥, K♦",2025-11-15T04:56:14.661Z,176318257466107
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (80830) | #7 ""ANN @ IjVUpuZ9EK"" (18402) | #9 ""whywaita @ DtjzvbAuKs"" (350768)",2025-11-15T04:56:14.661Z,176318257466104
"-- starting hand #105 (id: sivkkoimcoxo)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:56:14.661Z,176318257466103
"The game's ante was changed from 500 to 666.",2025-11-15T04:56:14.661Z,176318257466102
"The game's big blind was changed from 3000 to 4000.",2025-11-15T04:56:14.661Z,176318257466101
"The game's small blind was changed from 1500 to 2000.",2025-11-15T04:56:14.661Z,176318257466100
"-- ending hand #104 --",2025-11-15T04:56:08.658Z,176318256865803
"""whywaita @ DtjzvbAuKs"" collected 27000 from pot with Two Pair, A's & 4's (combination: A♥, A♦, 4♣, 4♠, 7♦)",2025-11-15T04:56:08.658Z,176318256865802
"""whywaita @ DtjzvbAuKs"" shows a A♥, 4♣.",2025-11-15T04:56:08.658Z,176318256865801
"""ANN @ IjVUpuZ9EK"" shows a 9♦, 8♠.",2025-11-15T04:56:08.658Z,176318256865800
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:56:07.851Z,176318256785100
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T04:55:59.424Z,176318255942400
"River: 4♠, 3♠, A♦, 6♠ [7♦]",2025-11-15T04:55:50.692Z,176318255069200
"""whywaita @ DtjzvbAuKs"" calls 6000",2025-11-15T04:55:49.852Z,176318254985200
"""ANN @ IjVUpuZ9EK"" bets 6000",2025-11-15T04:55:43.749Z,176318254374900
"Turn: 4♠, 3♠, A♦ [6♠]",2025-11-15T04:55:23.906Z,176318252390600
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:55:23.097Z,176318252309700
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T04:55:20.349Z,176318252034900
"Flop:  [4♠, 3♠, A♦]",2025-11-15T04:55:16.405Z,176318251640500
"""ANN @ IjVUpuZ9EK"" calls 6000",2025-11-15T04:55:15.597Z,176318251559700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:55:12.665Z,176318251266500
"""whywaita @ DtjzvbAuKs"" raises to 6000",2025-11-15T04:55:10.524Z,176318251052400
"""ANN @ IjVUpuZ9EK"" posts a big blind of 3000",2025-11-15T04:55:02.743Z,176318250274309
"""ramune @ 3rSQmMhWok"" posts a small blind of 1500",2025-11-15T04:55:02.743Z,176318250274308
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:55:02.743Z,176318250274307
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:55:02.743Z,176318250274306
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:55:02.743Z,176318250274305
"Your hand is A♥, 4♣",2025-11-15T04:55:02.743Z,176318250274304
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (82830) | #7 ""ANN @ IjVUpuZ9EK"" (30902) | #9 ""whywaita @ DtjzvbAuKs"" (336268)",2025-11-15T04:55:02.743Z,176318250274301
"-- starting hand #104 (id: 11fw7jj7q4xy)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T04:55:02.743Z,176318250274300
"-- ending hand #103 --",2025-11-15T04:54:59.835Z,176318249983502
"""whywaita @ DtjzvbAuKs"" collected 7500 from pot",2025-11-15T04:54:59.835Z,176318249983501
"Uncalled bet of 6000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:54:59.835Z,176318249983500
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:54:59.011Z,176318249901100
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:54:57.482Z,176318249748200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:54:52.180Z,176318249218000
"""ramune @ 3rSQmMhWok"" posts a big blind of 3000",2025-11-15T04:54:49.328Z,176318248932809
"""whywaita @ DtjzvbAuKs"" posts a small blind of 1500",2025-11-15T04:54:49.328Z,176318248932808
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:54:49.328Z,176318248932807
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:54:49.328Z,176318248932806
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:54:49.328Z,176318248932805
"Your hand is 7♦, 5♦",2025-11-15T04:54:49.328Z,176318248932804
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (86330) | #7 ""ANN @ IjVUpuZ9EK"" (31402) | #9 ""whywaita @ DtjzvbAuKs"" (332268)",2025-11-15T04:54:49.328Z,176318248932801
"-- starting hand #103 (id: mlf85mnzjewk)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:54:49.328Z,176318248932800
"-- ending hand #102 --",2025-11-15T04:54:46.418Z,176318248641802
"""ramune @ 3rSQmMhWok"" collected 54000 from pot",2025-11-15T04:54:46.418Z,176318248641801
"Uncalled bet of 32330 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T04:54:46.418Z,176318248641800
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:54:45.617Z,176318248561700
"""ramune @ 3rSQmMhWok"" bets 32330 and go all in",2025-11-15T04:54:42.346Z,176318248234600
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:54:34.081Z,176318247408100
"River: K♥, 3♦, J♥, K♠ [6♦]",2025-11-15T04:54:23.867Z,176318246386700
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T04:54:23.031Z,176318246303100
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:54:15.870Z,176318245587000
"Turn: K♥, 3♦, J♥ [K♠]",2025-11-15T04:54:13.460Z,176318245346000
"""whywaita @ DtjzvbAuKs"" calls 13500",2025-11-15T04:54:12.626Z,176318245262600
"""ramune @ 3rSQmMhWok"" bets 13500",2025-11-15T04:54:05.654Z,176318244565400
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:53:58.243Z,176318243824300
"Flop:  [K♥, 3♦, J♥]",2025-11-15T04:53:52.220Z,176318243222000
"""ramune @ 3rSQmMhWok"" calls 12000",2025-11-15T04:53:51.382Z,176318243138200
"""whywaita @ DtjzvbAuKs"" raises to 12000",2025-11-15T04:53:45.213Z,176318242521300
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:53:37.768Z,176318241776800
"""ramune @ 3rSQmMhWok"" calls 3000",2025-11-15T04:53:36.723Z,176318241672300
"""whywaita @ DtjzvbAuKs"" posts a big blind of 3000",2025-11-15T04:53:30.379Z,176318241037909
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1500",2025-11-15T04:53:30.379Z,176318241037908
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:53:30.379Z,176318241037907
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:53:30.379Z,176318241037906
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:53:30.379Z,176318241037905
"Your hand is 3♣, 2♠",2025-11-15T04:53:30.379Z,176318241037904
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (58330) | #7 ""ANN @ IjVUpuZ9EK"" (33402) | #9 ""whywaita @ DtjzvbAuKs"" (358268)",2025-11-15T04:53:30.379Z,176318241037901
"-- starting hand #102 (id: 2trnmbb65lcj)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:53:30.379Z,176318241037900
"-- ending hand #101 --",2025-11-15T04:53:27.454Z,176318240745402
"""whywaita @ DtjzvbAuKs"" collected 9000 from pot",2025-11-15T04:53:27.454Z,176318240745401
"Uncalled bet of 6000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:53:27.454Z,176318240745400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:53:26.643Z,176318240664300
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:53:24.915Z,176318240491500
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:53:21.223Z,176318240122300
"""ANN @ IjVUpuZ9EK"" posts a big blind of 3000",2025-11-15T04:53:16.570Z,176318239657009
"""ramune @ 3rSQmMhWok"" posts a small blind of 1500",2025-11-15T04:53:16.570Z,176318239657008
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:53:16.570Z,176318239657007
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:53:16.570Z,176318239657006
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:53:16.570Z,176318239657005
"Your hand is J♠, Q♦",2025-11-15T04:53:16.570Z,176318239657004
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (60330) | #7 ""ANN @ IjVUpuZ9EK"" (36902) | #9 ""whywaita @ DtjzvbAuKs"" (352768)",2025-11-15T04:53:16.570Z,176318239657001
"-- starting hand #101 (id: uh6hi75kq9fn)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T04:53:16.570Z,176318239657000
"-- ending hand #100 --",2025-11-15T04:53:13.569Z,176318239356902
"""ramune @ 3rSQmMhWok"" collected 19500 from pot",2025-11-15T04:53:13.569Z,176318239356901
"Uncalled bet of 40830 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T04:53:13.569Z,176318239356900
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:53:12.716Z,176318239271600
"""ramune @ 3rSQmMhWok"" raises to 49830 and go all in",2025-11-15T04:53:10.559Z,176318239055900
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:53:04.456Z,176318238445600
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:52:58.807Z,176318237880700
"""ramune @ 3rSQmMhWok"" posts a big blind of 3000",2025-11-15T04:52:57.102Z,176318237710209
"""whywaita @ DtjzvbAuKs"" posts a small blind of 1500",2025-11-15T04:52:57.102Z,176318237710208
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:52:57.102Z,176318237710207
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:52:57.102Z,176318237710206
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:52:57.102Z,176318237710205
"Your hand is K♣, 9♦",2025-11-15T04:52:57.102Z,176318237710204
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (50330) | #7 ""ANN @ IjVUpuZ9EK"" (37402) | #9 ""whywaita @ DtjzvbAuKs"" (362268)",2025-11-15T04:52:57.102Z,176318237710201
"-- starting hand #100 (id: ugkq1ikld2vz)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:52:57.102Z,176318237710200
"-- ending hand #99 --",2025-11-15T04:52:54.144Z,176318237414402
"""ANN @ IjVUpuZ9EK"" collected 7500 from pot",2025-11-15T04:52:54.144Z,176318237414401
"Uncalled bet of 29902 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T04:52:54.144Z,176318237414400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:52:53.339Z,176318237333900
"""ANN @ IjVUpuZ9EK"" raises to 32902 and go all in",2025-11-15T04:52:51.317Z,176318237131700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:52:48.198Z,176318236819800
"""whywaita @ DtjzvbAuKs"" posts a big blind of 3000",2025-11-15T04:52:46.572Z,176318236657209
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1500",2025-11-15T04:52:46.572Z,176318236657208
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:52:46.572Z,176318236657207
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:52:46.572Z,176318236657206
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:52:46.572Z,176318236657205
"Your hand is 9♣, J♠",2025-11-15T04:52:46.572Z,176318236657204
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (50830) | #7 ""ANN @ IjVUpuZ9EK"" (33402) | #9 ""whywaita @ DtjzvbAuKs"" (365768)",2025-11-15T04:52:46.572Z,176318236657201
"-- starting hand #99 (id: bawntqkhvpuh)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:52:46.572Z,176318236657200
"-- ending hand #98 --",2025-11-15T04:52:43.667Z,176318236366702
"""ANN @ IjVUpuZ9EK"" collected 21000 from pot",2025-11-15T04:52:43.667Z,176318236366701
"Uncalled bet of 12402 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T04:52:43.667Z,176318236366700
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:52:42.830Z,176318236283000
"""ANN @ IjVUpuZ9EK"" raises to 21402 and go all in",2025-11-15T04:52:34.274Z,176318235427400
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:52:31.306Z,176318235130600
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:52:26.287Z,176318234628700
"""ANN @ IjVUpuZ9EK"" posts a big blind of 3000",2025-11-15T04:52:21.845Z,176318234184509
"""ramune @ 3rSQmMhWok"" posts a small blind of 1500",2025-11-15T04:52:21.845Z,176318234184508
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:52:21.845Z,176318234184507
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:52:21.845Z,176318234184506
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:52:21.845Z,176318234184505
"Your hand is 9♠, 3♣",2025-11-15T04:52:21.845Z,176318234184504
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (52830) | #7 ""ANN @ IjVUpuZ9EK"" (21902) | #9 ""whywaita @ DtjzvbAuKs"" (375268)",2025-11-15T04:52:21.845Z,176318234184501
"-- starting hand #98 (id: g8yjjbe1ovug)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T04:52:21.845Z,176318234184500
"-- ending hand #97 --",2025-11-15T04:52:18.887Z,176318233888702
"""whywaita @ DtjzvbAuKs"" collected 7500 from pot",2025-11-15T04:52:18.887Z,176318233888701
"Uncalled bet of 6000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:52:18.887Z,176318233888700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:52:18.048Z,176318233804800
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:52:16.745Z,176318233674500
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:52:11.489Z,176318233148900
"""ramune @ 3rSQmMhWok"" posts a big blind of 3000",2025-11-15T04:52:08.626Z,176318232862609
"""whywaita @ DtjzvbAuKs"" posts a small blind of 1500",2025-11-15T04:52:08.626Z,176318232862608
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:52:08.626Z,176318232862607
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:52:08.626Z,176318232862606
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:52:08.626Z,176318232862605
"Your hand is 4♣, Q♣",2025-11-15T04:52:08.626Z,176318232862604
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (56330) | #7 ""ANN @ IjVUpuZ9EK"" (22402) | #9 ""whywaita @ DtjzvbAuKs"" (371268)",2025-11-15T04:52:08.626Z,176318232862601
"-- starting hand #97 (id: 7jabuugfm8ck)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:52:08.626Z,176318232862600
"-- ending hand #96 --",2025-11-15T04:52:05.720Z,176318232572002
"""whywaita @ DtjzvbAuKs"" collected 4500 from pot",2025-11-15T04:52:05.720Z,176318232572001
"Uncalled bet of 1500 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:52:05.720Z,176318232572000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:52:04.914Z,176318232491400
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:52:03.514Z,176318232351400
"""whywaita @ DtjzvbAuKs"" posts a big blind of 3000",2025-11-15T04:52:01.596Z,176318232159609
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1500",2025-11-15T04:52:01.596Z,176318232159608
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:52:01.596Z,176318232159607
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:52:01.596Z,176318232159606
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:52:01.596Z,176318232159605
"Your hand is 9♥, J♠",2025-11-15T04:52:01.596Z,176318232159604
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (56830) | #7 ""ANN @ IjVUpuZ9EK"" (24402) | #9 ""whywaita @ DtjzvbAuKs"" (368768)",2025-11-15T04:52:01.596Z,176318232159601
"-- starting hand #96 (id: xgglkjhxlyme)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:52:01.596Z,176318232159600
"-- ending hand #95 --",2025-11-15T04:51:58.650Z,176318231865002
"""whywaita @ DtjzvbAuKs"" collected 9000 from pot",2025-11-15T04:51:58.650Z,176318231865001
"Uncalled bet of 6000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:51:58.650Z,176318231865000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:51:57.848Z,176318231784800
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:51:51.179Z,176318231117900
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:51:49.471Z,176318230947100
"""ANN @ IjVUpuZ9EK"" posts a big blind of 3000",2025-11-15T04:51:44.555Z,176318230455509
"""ramune @ 3rSQmMhWok"" posts a small blind of 1500",2025-11-15T04:51:44.555Z,176318230455508
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:51:44.555Z,176318230455507
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:51:44.555Z,176318230455506
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:51:44.555Z,176318230455505
"Your hand is Q♣, 4♣",2025-11-15T04:51:44.555Z,176318230455504
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (58830) | #7 ""ANN @ IjVUpuZ9EK"" (27902) | #9 ""whywaita @ DtjzvbAuKs"" (363268)",2025-11-15T04:51:44.555Z,176318230455501
"-- starting hand #95 (id: cyvrb3m660nf)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T04:51:44.555Z,176318230455500
"-- ending hand #94 --",2025-11-15T04:51:41.640Z,176318230164002
"""whywaita @ DtjzvbAuKs"" collected 7500 from pot",2025-11-15T04:51:41.640Z,176318230164001
"Uncalled bet of 6000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T04:51:41.640Z,176318230164000
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:51:40.807Z,176318230080700
"""whywaita @ DtjzvbAuKs"" raises to 9000",2025-11-15T04:51:38.700Z,176318229870000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:51:30.514Z,176318229051400
"""ramune @ 3rSQmMhWok"" posts a big blind of 3000",2025-11-15T04:51:28.543Z,176318228854309
"""whywaita @ DtjzvbAuKs"" posts a small blind of 1500",2025-11-15T04:51:28.543Z,176318228854308
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:51:28.543Z,176318228854307
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:51:28.543Z,176318228854306
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:51:28.543Z,176318228854305
"Your hand is 2♦, 5♣",2025-11-15T04:51:28.543Z,176318228854304
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (62330) | #7 ""ANN @ IjVUpuZ9EK"" (28402) | #9 ""whywaita @ DtjzvbAuKs"" (359268)",2025-11-15T04:51:28.543Z,176318228854301
"-- starting hand #94 (id: eq06dgjesfyb)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:51:28.543Z,176318228854300
"-- ending hand #93 --",2025-11-15T04:51:25.617Z,176318228561702
"""ANN @ IjVUpuZ9EK"" collected 7500 from pot",2025-11-15T04:51:25.617Z,176318228561701
"Uncalled bet of 20902 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T04:51:25.617Z,176318228561700
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:51:24.800Z,176318228480000
"""ANN @ IjVUpuZ9EK"" raises to 23902 and go all in",2025-11-15T04:51:22.942Z,176318228294200
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:51:18.423Z,176318227842300
"""whywaita @ DtjzvbAuKs"" posts a big blind of 3000",2025-11-15T04:51:13.447Z,176318227344709
"""ANN @ IjVUpuZ9EK"" posts a small blind of 1500",2025-11-15T04:51:13.447Z,176318227344708
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:51:13.447Z,176318227344707
"""ANN @ IjVUpuZ9EK"" posts an ante of 500",2025-11-15T04:51:13.447Z,176318227344706
"""ramune @ 3rSQmMhWok"" posts an ante of 500",2025-11-15T04:51:13.447Z,176318227344705
"Your hand is 7♣, 4♥",2025-11-15T04:51:13.447Z,176318227344704
"Player stacks: #5 ""ramune @ 3rSQmMhWok"" (62830) | #7 ""ANN @ IjVUpuZ9EK"" (24402) | #9 ""whywaita @ DtjzvbAuKs"" (362768)",2025-11-15T04:51:13.447Z,176318227344701
"-- starting hand #93 (id: vgaggo7kfgwx)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:51:13.447Z,176318227344700
"-- ending hand #92 --",2025-11-15T04:51:10.526Z,176318227052602
"""ramune @ 3rSQmMhWok"" collected 16500 from pot",2025-11-15T04:51:10.526Z,176318227052601
"Uncalled bet of 46330 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T04:51:10.526Z,176318227052600
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:51:09.659Z,176318226965900
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:51:06.690Z,176318226669000
"""ramune @ 3rSQmMhWok"" raises to 52330 and go all in",2025-11-15T04:51:04.848Z,176318226484800
"""whywaita @ DtjzvbAuKs"" raises to 6000",2025-11-15T04:50:58.064Z,176318225806400
"""ANN @ IjVUpuZ9EK"" posts a big blind of 3000",2025-11-15T04:50:49.566Z,176318224956609
"""ramune @ 3rSQmMhWok"" posts a small blind of 1500",2025-11-15T04:50:49.566Z,176318224956608
"""whywaita @ DtjzvbAuKs"" posts an ante of 500",2025-11-15T04:50:49.566Z,176318224956607
