entry,at,order
"-- ending hand #24 --",2025-11-15T03:38:27.783Z,176317790778302
"""wafu @ Oc04ITRF7i"" collected 4398 from pot",2025-11-15T03:38:27.783Z,176317790778301
"Uncalled bet of 2199 returned to ""wafu @ Oc04ITRF7i""",2025-11-15T03:38:27.783Z,176317790778300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:38:26.903Z,176317790690300
"""wafu @ Oc04ITRF7i"" bets 2199",2025-11-15T03:38:23.222Z,176317790322200
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:38:10.821Z,176317789082100
"Flop:  [5♦, 5♠, 5♥]",2025-11-15T03:38:06.617Z,176317788661700
"""tanaka @ InoI33tFUO"" calls 1600",2025-11-15T03:38:05.802Z,176317788580200
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:38:01.227Z,176317788122700
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:37:58.929Z,176317787892900
"""wafu @ Oc04ITRF7i"" raises to 1600",2025-11-15T03:37:57.896Z,176317787789600
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:37:39.924Z,176317785992400
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:37:38.883Z,176317785888300
"""tanaka @ InoI33tFUO"" posts a big blind of 800",2025-11-15T03:37:35.776Z,176317785577615
"""whywaita @ DtjzvbAuKs"" posts a small blind of 400",2025-11-15T03:37:35.776Z,176317785577614
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577613
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577612
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577611
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577610
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577609
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:37:35.776Z,176317785577608
"Your hand is 10♦, 2♠",2025-11-15T03:37:35.776Z,176317785577606
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (27466) | #5 ""ramune @ 3rSQmMhWok"" (59925) | #6 ""wafu @ Oc04ITRF7i"" (60393) | #7 ""ANN @ IjVUpuZ9EK"" (50879) | #9 ""whywaita @ DtjzvbAuKs"" (88884) | #10 ""tanaka @ InoI33tFUO"" (12453)",2025-11-15T03:37:35.776Z,176317785577601
"-- starting hand #24 (id: n8d3vhuw3d9v)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T03:37:35.776Z,176317785577600
"-- ending hand #23 --",2025-11-15T03:37:32.874Z,176317785287402
"""whywaita @ DtjzvbAuKs"" collected 2398 from pot",2025-11-15T03:37:32.874Z,176317785287401
"Uncalled bet of 1600 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:37:32.874Z,176317785287400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:37:32.020Z,176317785202000
"""whywaita @ DtjzvbAuKs"" raises to 2400",2025-11-15T03:37:29.523Z,176317784952300
"""ANN @ IjVUpuZ9EK"" calls 800",2025-11-15T03:37:19.658Z,176317783965800
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:37:14.569Z,176317783456900
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:37:04.629Z,176317782462900
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:37:03.534Z,176317782353400
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:37:02.309Z,176317782230900
"""whywaita @ DtjzvbAuKs"" posts a big blind of 800",2025-11-15T03:36:59.595Z,176317781959515
"""ANN @ IjVUpuZ9EK"" posts a small blind of 400",2025-11-15T03:36:59.595Z,176317781959514
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959513
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959512
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959511
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959510
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959509
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:36:59.595Z,176317781959508
"Your hand is 4♣, J♥",2025-11-15T03:36:59.595Z,176317781959506
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (27599) | #5 ""ramune @ 3rSQmMhWok"" (60058) | #6 ""wafu @ Oc04ITRF7i"" (60526) | #7 ""ANN @ IjVUpuZ9EK"" (51812) | #9 ""whywaita @ DtjzvbAuKs"" (87419) | #10 ""tanaka @ InoI33tFUO"" (12586)",2025-11-15T03:36:59.595Z,176317781959501
"-- starting hand #23 (id: t31hzfvkbfms)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T03:36:59.595Z,176317781959500
"-- ending hand #22 --",2025-11-15T03:36:56.670Z,176317781667002
"""ANN @ IjVUpuZ9EK"" collected 25198 from pot",2025-11-15T03:36:56.670Z,176317781667001
"Uncalled bet of 8800 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T03:36:56.670Z,176317781667000
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:36:55.812Z,176317781581200
"""ANN @ IjVUpuZ9EK"" bets 8800",2025-11-15T03:36:33.215Z,176317779321500
"Turn: 4♥, K♣, 3♥ [6♦]",2025-11-15T03:36:25.649Z,176317778564900
"""ramune @ 3rSQmMhWok"" calls 4800",2025-11-15T03:36:24.841Z,176317778484100
"""ANN @ IjVUpuZ9EK"" bets 4800",2025-11-15T03:36:05.495Z,176317776549500
"Flop:  [4♥, K♣, 3♥]",2025-11-15T03:35:57.499Z,176317775749900
"""ramune @ 3rSQmMhWok"" calls 7200",2025-11-15T03:35:56.646Z,176317775664600
"""ANN @ IjVUpuZ9EK"" raises to 7200",2025-11-15T03:35:48.166Z,176317774816600
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:35:42.649Z,176317774264900
"""ramune @ 3rSQmMhWok"" raises to 2000",2025-11-15T03:35:39.899Z,176317773989900
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:35:35.626Z,176317773562600
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:35:33.301Z,176317773330100
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:35:30.496Z,176317773049600
"""ANN @ IjVUpuZ9EK"" posts a big blind of 800",2025-11-15T03:35:28.278Z,176317772827815
"""wafu @ Oc04ITRF7i"" posts a small blind of 400",2025-11-15T03:35:28.278Z,176317772827814
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827813
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827812
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827811
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827810
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827809
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:35:28.278Z,176317772827808
"Your hand is 6♥, 8♥",2025-11-15T03:35:28.278Z,176317772827806
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (27732) | #5 ""ramune @ 3rSQmMhWok"" (72191) | #6 ""wafu @ Oc04ITRF7i"" (61059) | #7 ""ANN @ IjVUpuZ9EK"" (38747) | #9 ""whywaita @ DtjzvbAuKs"" (87552) | #10 ""tanaka @ InoI33tFUO"" (12719)",2025-11-15T03:35:28.278Z,176317772827801
"-- starting hand #22 (id: ykklwayjdz4i)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T03:35:28.278Z,176317772827800
"-- ending hand #21 --",2025-11-15T03:35:22.265Z,176317772226503
"""whywaita @ DtjzvbAuKs"" collected 41598 from pot with Two Pair, 9's & 7's (combination: 9♣, 9♥, 7♠, 7♣, A♦)",2025-11-15T03:35:22.265Z,176317772226502
"""whywaita @ DtjzvbAuKs"" shows a 9♣, 9♥.",2025-11-15T03:35:22.265Z,176317772226501
"""piyo @ 8_zd4NO6-H"" shows a K♣, 5♣.",2025-11-15T03:35:22.265Z,176317772226500
"""whywaita @ DtjzvbAuKs"" calls 12000",2025-11-15T03:35:21.407Z,176317772140700
"""piyo @ 8_zd4NO6-H"" bets 12000",2025-11-15T03:35:18.844Z,176317771884400
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:34:42.985Z,176317768298500
"River: A♦, 2♣, 2♦, 7♠ [7♣]",2025-11-15T03:34:23.760Z,176317766376000
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:34:22.903Z,176317766290300
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:34:03.980Z,176317764398000
"Turn: A♦, 2♣, 2♦ [7♠]",2025-11-15T03:34:01.084Z,176317764108400
"""whywaita @ DtjzvbAuKs"" calls 2800",2025-11-15T03:34:00.269Z,176317764026900
"""piyo @ 8_zd4NO6-H"" bets 2800",2025-11-15T03:33:51.105Z,176317763110500
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:33:27.086Z,176317760708600
"Flop:  [A♦, 2♣, 2♦]",2025-11-15T03:33:23.660Z,176317760366000
"""whywaita @ DtjzvbAuKs"" calls 5000",2025-11-15T03:33:22.826Z,176317760282600
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:33:13.071Z,176317759307100
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:33:11.650Z,176317759165000
"""piyo @ 8_zd4NO6-H"" raises to 5000",2025-11-15T03:33:09.155Z,176317758915500
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:32:55.730Z,176317757573000
"""whywaita @ DtjzvbAuKs"" raises to 1600",2025-11-15T03:32:53.673Z,176317757367300
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:32:48.978Z,176317756897800
"""wafu @ Oc04ITRF7i"" posts a big blind of 800",2025-11-15T03:32:45.442Z,176317756544215
"""ramune @ 3rSQmMhWok"" posts a small blind of 400",2025-11-15T03:32:45.442Z,176317756544214
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544213
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544212
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544211
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544210
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544209
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:32:45.442Z,176317756544208
"Your hand is 9♣, 9♥",2025-11-15T03:32:45.442Z,176317756544206
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (47665) | #5 ""ramune @ 3rSQmMhWok"" (72724) | #6 ""wafu @ Oc04ITRF7i"" (61992) | #7 ""ANN @ IjVUpuZ9EK"" (38880) | #9 ""whywaita @ DtjzvbAuKs"" (65887) | #10 ""tanaka @ InoI33tFUO"" (12852)",2025-11-15T03:32:45.442Z,176317756544201
"-- starting hand #21 (id: 1wdsj7gjzbof)  (No Limit Texas Hold'em) (dealer: ""piyo @ 8_zd4NO6-H"") --",2025-11-15T03:32:45.442Z,176317756544200
"-- ending hand #20 --",2025-11-15T03:32:42.504Z,176317756250402
"""ANN @ IjVUpuZ9EK"" collected 5676 from pot",2025-11-15T03:32:42.504Z,176317756250401
"Uncalled bet of 5361 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T03:32:42.504Z,176317756250400
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:32:41.702Z,176317756170200
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:32:16.741Z,176317753674100
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:32:15.727Z,176317753572700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:32:14.659Z,176317753465900
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:32:13.567Z,176317753356700
"""ANN @ IjVUpuZ9EK"" raises to 7200",2025-11-15T03:32:12.438Z,176317753243800
"""wafu @ Oc04ITRF7i"" raises to 1839",2025-11-15T03:32:06.838Z,176317752683800
"""ramune @ 3rSQmMhWok"" posts a big blind of 800",2025-11-15T03:31:54.417Z,176317751441715
"""piyo @ 8_zd4NO6-H"" posts a small blind of 400",2025-11-15T03:31:54.417Z,176317751441714
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441713
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441712
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441711
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441710
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441709
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:31:54.417Z,176317751441708
"Your hand is 3♣, 5♠",2025-11-15T03:31:54.417Z,176317751441706
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (48198) | #5 ""ramune @ 3rSQmMhWok"" (73657) | #6 ""wafu @ Oc04ITRF7i"" (63964) | #7 ""ANN @ IjVUpuZ9EK"" (35176) | #9 ""whywaita @ DtjzvbAuKs"" (66020) | #10 ""tanaka @ InoI33tFUO"" (12985)",2025-11-15T03:31:54.417Z,176317751441701
"-- starting hand #20 (id: 4iunv6vd0jvx)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:31:54.417Z,176317751441700
"-- ending hand #19 --",2025-11-15T03:31:51.476Z,176317751147602
"""piyo @ 8_zd4NO6-H"" collected 16398 from pot",2025-11-15T03:31:51.476Z,176317751147601
"Uncalled bet of 8500 returned to ""piyo @ 8_zd4NO6-H""",2025-11-15T03:31:51.476Z,176317751147600
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:31:50.671Z,176317751067100
"""piyo @ 8_zd4NO6-H"" bets 8500",2025-11-15T03:31:41.366Z,176317750136600
"Flop:  [6♣, 8♦, 4♦]",2025-11-15T03:31:23.343Z,176317748334300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:31:22.539Z,176317748253900
"""ANN @ IjVUpuZ9EK"" calls 7000",2025-11-15T03:31:21.455Z,176317748145500
"""piyo @ 8_zd4NO6-H"" raises to 7000",2025-11-15T03:31:14.490Z,176317747449000
"""tanaka @ InoI33tFUO"" calls 1600",2025-11-15T03:30:57.115Z,176317745711500
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:30:54.043Z,176317745404300
"""ANN @ IjVUpuZ9EK"" raises to 1600",2025-11-15T03:30:52.916Z,176317745291600
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:30:49.403Z,176317744940300
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:30:46.657Z,176317744665700
"""piyo @ 8_zd4NO6-H"" posts a big blind of 800",2025-11-15T03:30:45.526Z,176317744552615
"""tanaka @ InoI33tFUO"" posts a small blind of 400",2025-11-15T03:30:45.526Z,176317744552614
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552613
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552612
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552611
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552610
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552609
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:30:45.526Z,176317744552608
"Your hand is 2♠, 6♥",2025-11-15T03:30:45.526Z,176317744552606
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (38933) | #5 ""ramune @ 3rSQmMhWok"" (73790) | #6 ""wafu @ Oc04ITRF7i"" (64097) | #7 ""ANN @ IjVUpuZ9EK"" (42309) | #9 ""whywaita @ DtjzvbAuKs"" (66153) | #10 ""tanaka @ InoI33tFUO"" (14718)",2025-11-15T03:30:45.526Z,176317744552601
"-- starting hand #19 (id: fxnckfafl9da)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:30:45.526Z,176317744552600
"-- ending hand #18 --",2025-11-15T03:30:42.569Z,176317744256902
"""ANN @ IjVUpuZ9EK"" collected 2798 from pot",2025-11-15T03:30:42.569Z,176317744256901
"Uncalled bet of 800 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T03:30:42.569Z,176317744256900
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:30:41.754Z,176317744175400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:30:37.456Z,176317743745600
"""ANN @ IjVUpuZ9EK"" raises to 1600",2025-11-15T03:30:35.806Z,176317743580600
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:30:30.553Z,176317743055300
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:30:29.485Z,176317742948500
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:30:28.293Z,176317742829300
"""tanaka @ InoI33tFUO"" posts a big blind of 800",2025-11-15T03:30:25.658Z,176317742565818
"""whywaita @ DtjzvbAuKs"" posts a small blind of 400",2025-11-15T03:30:25.658Z,176317742565817
"""tanaka @ InoI33tFUO"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565816
"""whywaita @ DtjzvbAuKs"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565815
"""ANN @ IjVUpuZ9EK"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565814
"""wafu @ Oc04ITRF7i"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565813
"""ramune @ 3rSQmMhWok"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565812
"""piyo @ 8_zd4NO6-H"" posts an ante of 133",2025-11-15T03:30:25.658Z,176317742565811
"Your hand is 7♣, 10♥",2025-11-15T03:30:25.658Z,176317742565809
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (39066) | #5 ""ramune @ 3rSQmMhWok"" (73923) | #6 ""wafu @ Oc04ITRF7i"" (64230) | #7 ""ANN @ IjVUpuZ9EK"" (40444) | #9 ""whywaita @ DtjzvbAuKs"" (66686) | #10 ""tanaka @ InoI33tFUO"" (15651)",2025-11-15T03:30:25.658Z,176317742565804
"-- starting hand #18 (id: 4bghw5pf2mtm)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T03:30:25.658Z,176317742565803
"The game's ante was changed from 100 to 133.",2025-11-15T03:30:25.658Z,176317742565802
"The game's big blind was changed from 600 to 800.",2025-11-15T03:30:25.658Z,176317742565801
"The game's small blind was changed from 300 to 400.",2025-11-15T03:30:25.658Z,176317742565800
"-- ending hand #17 --",2025-11-15T03:30:22.753Z,176317742275302
"""whywaita @ DtjzvbAuKs"" collected 17940 from pot",2025-11-15T03:30:22.753Z,176317742275301
"Uncalled bet of 27000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:30:22.753Z,176317742275300
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:30:21.899Z,176317742189900
"""whywaita @ DtjzvbAuKs"" bets 27000",2025-11-15T03:30:11.636Z,176317741163600
"River: 4♦, J♦, 2♠, 7♠ [2♣]",2025-11-15T03:29:47.526Z,176317738752600
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:29:46.682Z,176317738668200
"""wafu @ Oc04ITRF7i"" calls 6000",2025-11-15T03:29:44.524Z,176317738452400
"""whywaita @ DtjzvbAuKs"" raises to 6000",2025-11-15T03:29:13.446Z,176317735344600
"""ANN @ IjVUpuZ9EK"" bets 1200",2025-11-15T03:28:49.248Z,176317732924800
"Turn: 4♦, J♦, 2♠ [7♠]",2025-11-15T03:28:36.767Z,176317731676700
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T03:28:35.965Z,176317731596500
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:28:27.512Z,176317730751200
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:28:22.349Z,176317730234900
"Flop:  [4♦, J♦, 2♠]",2025-11-15T03:28:18.624Z,176317729862400
"""whywaita @ DtjzvbAuKs"" calls 1380",2025-11-15T03:28:17.822Z,176317729782200
"""ANN @ IjVUpuZ9EK"" calls 1380",2025-11-15T03:28:14.332Z,176317729433200
"""wafu @ Oc04ITRF7i"" raises to 1380",2025-11-15T03:28:06.975Z,176317728697500
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:27:58.030Z,176317727803000
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:27:56.967Z,176317727696700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:27:55.931Z,176317727593100
"""whywaita @ DtjzvbAuKs"" posts a big blind of 600",2025-11-15T03:27:53.581Z,176317727358115
"""ANN @ IjVUpuZ9EK"" posts a small blind of 300",2025-11-15T03:27:53.581Z,176317727358114
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358113
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358112
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358111
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358110
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358109
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:27:53.581Z,176317727358108
"Your hand is 6♠, 8♠",2025-11-15T03:27:53.581Z,176317727358106
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (39166) | #5 ""ramune @ 3rSQmMhWok"" (74023) | #6 ""wafu @ Oc04ITRF7i"" (71710) | #7 ""ANN @ IjVUpuZ9EK"" (43124) | #9 ""whywaita @ DtjzvbAuKs"" (56226) | #10 ""tanaka @ InoI33tFUO"" (15751)",2025-11-15T03:27:53.581Z,176317727358101
"-- starting hand #17 (id: dtfwwh7lokf9)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T03:27:53.581Z,176317727358100
"-- ending hand #16 --",2025-11-15T03:27:50.633Z,176317727063302
"""ANN @ IjVUpuZ9EK"" collected 3300 from pot",2025-11-15T03:27:50.633Z,176317727063301
"Uncalled bet of 3600 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T03:27:50.633Z,176317727063300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:27:49.821Z,176317726982100
"""ANN @ IjVUpuZ9EK"" raises to 4800",2025-11-15T03:27:46.989Z,176317726698900
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:27:39.628Z,176317725962800
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:27:38.225Z,176317725822500
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:27:37.176Z,176317725717600
"""tanaka @ InoI33tFUO"" raises to 1200",2025-11-15T03:27:36.076Z,176317725607600
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:27:30.917Z,176317725091700
"""ANN @ IjVUpuZ9EK"" posts a big blind of 600",2025-11-15T03:27:27.592Z,176317724759215
"""wafu @ Oc04ITRF7i"" posts a small blind of 300",2025-11-15T03:27:27.592Z,176317724759214
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759213
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759212
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759211
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759210
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759209
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:27:27.592Z,176317724759208
"Your hand is 9♣, A♠",2025-11-15T03:27:27.592Z,176317724759206
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (39266) | #5 ""ramune @ 3rSQmMhWok"" (74123) | #6 ""wafu @ Oc04ITRF7i"" (72110) | #7 ""ANN @ IjVUpuZ9EK"" (41124) | #9 ""whywaita @ DtjzvbAuKs"" (56326) | #10 ""tanaka @ InoI33tFUO"" (17051)",2025-11-15T03:27:27.592Z,176317724759201
"-- starting hand #16 (id: bceuxreiwtvu)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T03:27:27.592Z,176317724759200
"-- ending hand #15 --",2025-11-15T03:27:21.560Z,176317724156002
"""ramune @ 3rSQmMhWok"" collected 6000 from pot with Pair, 6's (combination: 6♠, 6♦, J♦, 8♠, 7♥)",2025-11-15T03:27:21.560Z,176317724156001
"""ramune @ 3rSQmMhWok"" shows a 6♠, 6♦.",2025-11-15T03:27:21.560Z,176317724156000
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:27:20.753Z,176317724075300
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:27:17.870Z,176317723787000
"River: 8♠, J♦, 5♠, 7♥ [3♣]",2025-11-15T03:27:10.953Z,176317723095300
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:27:10.145Z,176317723014500
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:27:00.502Z,176317722050200
"Turn: 8♠, J♦, 5♠ [7♥]",2025-11-15T03:26:57.298Z,176317721729800
"""ramune @ 3rSQmMhWok"" calls 1200",2025-11-15T03:26:56.436Z,176317721643600
"""ANN @ IjVUpuZ9EK"" bets 1200",2025-11-15T03:26:51.779Z,176317721177900
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:26:34.642Z,176317719464200
"Flop:  [8♠, J♦, 5♠]",2025-11-15T03:26:31.927Z,176317719192700
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:26:31.113Z,176317719111300
"""ramune @ 3rSQmMhWok"" calls 1200",2025-11-15T03:26:28.964Z,176317718896400
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:26:24.871Z,176317718487100
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:26:21.086Z,176317718108600
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:26:17.668Z,176317717766800
"""ANN @ IjVUpuZ9EK"" raises to 1200",2025-11-15T03:26:16.659Z,176317717665900
"""wafu @ Oc04ITRF7i"" posts a big blind of 600",2025-11-15T03:26:13.111Z,176317717311115
"""ramune @ 3rSQmMhWok"" posts a small blind of 300",2025-11-15T03:26:13.111Z,176317717311114
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311113
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311112
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311111
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311110
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311109
